decoherence;lde_success;probabilistic;measurement_duration;lde_duration;use_swap_gates;network_noise_type;T1_idle;T2_idle;T1_lde;T2_lde;T1_idle_electron;T2_idle_electron;gate;pg;pm;pn;pm_1;fixed_lde_attempts;pulse_duration;noise;basis_transformation_noise;no_single_qubit_error;avg_duration;avg_fidelity;dur_std;fid_entanglement;fid_int;fid_sem;fid_std_l;fid_std_r;iterations;node
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.005;0.1;0.005;2000;0.013;True;False;True;0.16915804856777084;0.9119782916149367;(0.08150400000000002, 0.26);0.8899728645186656;(0.856247400143727, 0.9227883081823096);0.00017129503033862958;0.026980371499956024;0.02625235493091005;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.05;0.01;0;0.0;True;False;True;0.10622483953432549;0.9250777589546761;(0.05667199999999999, 0.15667400000000004);0.9063471986933419;(0.8724521625949477, 0.9392830087144982);0.00017217382040250366;0.02711602887871356;0.026348648016926823;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.05;0.01;2000;0.013;True;False;True;0.1697085405264842;0.9230437137471508;(0.08150400000000002, 0.26);0.903804642183921;(0.8691058666386058, 0.9375707466078895);0.0001765487331391663;0.02775902043626366;0.027012883539163313;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.05;0.05;0;0.0;True;False;True;0.10661377452392383;0.8965252589395917;(0.056698, 0.15783);0.8706565736744862;(0.8295423348085053, 0.9082798799902942);0.00019960321610019632;0.032891391092786604;0.03009864505264448;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.05;0.05;2000;0.013;True;False;True;0.16979054156665066;0.894842638039659;(0.08150400000000002, 0.26);0.8685532975495651;(0.8276630227149923, 0.9066173454023165);0.00020086734862694835;0.03271221986766559;0.03045123828219376;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.1;0.01;0;0.0;True;False;True;0.10615911013762201;0.9068742626997738;(0.056847999999999996, 0.15647200000000003);0.8835928283747276;(0.8508926712730118, 0.9154026034529306);0.00016563435073538703;0.026160125681366386;0.025447820062568516;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.005;0.01;0.1;0.01;2000;0.013;True;False;True;0.1704737144743159;0.9046360101849136;(0.08150400000000002, 0.26);0.880795012731133;(0.8470343000333892, 0.913786976136636);0.00017120313347224805;0.027008570158197465;0.026393570724400073;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.05;0.01;0;0.0;True;False;True;0.10632709065450476;0.9183065714556704;(0.056853999999999995, 0.15740200000000004);0.8978832143195871;(0.8638853354311008, 0.9305006062786758);0.00016837561591653973;0.027198303110789634;0.0260939135672702;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.05;0.01;2000;0.013;True;False;True;0.17091151840294447;0.915974033673784;(0.08150400000000002, 0.26);0.8949675420922301;(0.8603890031500718, 0.9287375714816051);0.0001748771376126568;0.027662831153725698;0.027016023511500897;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.05;0.05;0;0.0;True;False;True;0.10592374495919349;0.8903575588375103;(0.056828, 0.15658000000000002);0.8629469485468763;(0.8232242566003247, 0.8997075709423143);0.00019439477887682618;0.03177815355724645;0.029408497916345255;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.05;0.05;2000;0.013;True;False;True;0.16999573675788127;0.888247923409961;(0.08150400000000002, 0.26);0.86030990426246;(0.8203509185817148, 0.8980021722895206);0.00019904664029106846;0.0319671885445888;0.030153814421655878;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;0;0.0;True;False;True;0.10619955056809093;0.9003574911716636;(0.056785999999999996, 0.15699800000000003);0.8755949598383906;(0.8425841254150241, 0.9070918445289325);0.00011574419028756474;0.026187616849528528;0.025130715869066345;99984.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;2000;0.013;True;False;True;0.16992680412866062;0.8983228045327689;(0.08150400000000002, 0.26);0.8727721128990115;(0.839823423998665, 0.905324089087286);0.00011907789782471452;0.026675870491504772;0.025999600579405424;99984.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.05;0.01;0;0.0;True;False;True;0.10632862193951033;0.8658825267469055;(0.05678, 0.15722600000000003);0.8323531584336362;(0.8014562967120825, 0.8623881428854987);0.0001559496572049383;0.024717489377241053;0.024027987561491937;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.05;0.01;2000;0.013;True;False;True;0.17077575276044168;0.8637083022458555;(0.08150400000000002, 0.26);0.8296353778073196;(0.7977417613711723, 0.8605966097852591);0.00016046999704836292;0.02551489314892008;0.024768985582349412;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.05;0.05;0;0.0;True;False;True;0.10574810165626501;0.8404172223200558;(0.056727999999999994, 0.15619000000000002);0.8005215279000639;(0.763778532236203, 0.8341668346250137);0.00017868365071723865;0.029394396531092548;0.026916245379956072;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.05;0.05;2000;0.013;True;False;True;0.17038007205152822;0.8382180303717229;(0.08150400000000002, 0.26);0.7977725379646591;(0.7604167543255878, 0.8324762659698202);0.00018338052703242074;0.029884626911255596;0.027762982404130332;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.1;0.01;0;0.0;True;False;True;0.10642307493198915;0.8493227411643595;(0.0569, 0.15704600000000002);0.8116534264554643;(0.7815730600779834, 0.8407983777521038);0.00015117780030556808;0.024064293101973;0.023315961037323363;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.01;0.1;0.01;2000;0.013;True;False;True;0.16990280584893586;0.8476036916075547;(0.08150400000000002, 0.26);0.8095046145094462;(0.7789018842093333, 0.8393284532790524);0.00015476192078036147;0.02448218424009041;0.023859071015684963;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.05;0.1;0.05;0;0.0;True;False;True;0.1062637935669707;0.8004724060556587;(0.056805999999999995, 0.15719200000000003);0.75059050756957;(0.7231409632008282, 0.7770295843736786);0.00013819626751772826;0.021959635494997243;0.021151261443282943;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;2.0;2.0;1.0;1000.0;cnot;0.05;0.05;0.1;0.05;2000;0.013;True;False;True;0.17016541410625705;0.7987617980995332;(0.08150400000000002, 0.26);0.7484522476244062;(0.720444558844277, 0.7757202170464588);0.0001421779379920248;0.022406151024110144;0.021814375537635322;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;5.0;5.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;0;0.0;True;False;True;0.10595731064970396;0.9185445917486383;(0.05670399999999999, 0.15682600000000002);0.8981807396858008;(0.8847060929283443, 0.9112355834363639);6.951500714104152e-05;0.010779717405963729;0.010443875000451852;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;5.0;5.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;2000;0.001;True;False;True;0.12754391618658986;0.9177794764254845;(0.06950400000000001, 0.188);0.8972243455318513;(0.8838045260953734, 0.9102924563112516);6.97992426908407e-05;0.010735855549183104;0.010454488623519276;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;10.0;10.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;0;0.0;True;False;True;0.10600348419747159;0.9248219047403949;(0.056673999999999995, 0.15654800000000002);0.9060273809255018;(0.8993022970484671, 0.9126275513466372);3.5676579957323446e-05;0.005380067101621533;0.005280136336914598;49992.0;Purified
True;0.0001;True;4e-06;6e-06;True;1;600.0;10.0;10.0;10.0;1.0;1000.0;cnot;0.01;0.01;0.1;0.01;2000;0.001;True;False;True;0.12794929684749562;0.9240348499911892;(0.06950400000000001, 0.188);0.9050435624889905;(0.8983309750050513, 0.9117090225076616);3.599173303209382e-05;0.005370069987149506;0.005332368014938638;49992.0;Purified
